repository,metric,rank
infOpen/ansible-role-docker,delta,5.5
infOpen/ansible-role-docker,iac,14.5
infOpen/ansible-role-docker,process,5.5
infOpen/ansible-role-docker,pdg_delta,5.5
infOpen/ansible-role-docker,pdg_iac,14.5
infOpen/ansible-role-docker,pdg_process,5.5
infOpen/ansible-role-docker,delta_iac,5.5
infOpen/ansible-role-docker,delta_process,5.5
infOpen/ansible-role-docker,iac_process,12.0
infOpen/ansible-role-docker,pdg_delta_iac,5.5
infOpen/ansible-role-docker,pdg_delta_process,11.0
infOpen/ansible-role-docker,pdg_iac_process,13.0
infOpen/ansible-role-docker,delta_iac_process,5.5
infOpen/ansible-role-docker,pdg_iac_delta_process,5.5
stackhpc/ansible-role-libvirt-vm,pdg,10.0
stackhpc/ansible-role-libvirt-vm,delta,5.0
stackhpc/ansible-role-libvirt-vm,iac,14.5
stackhpc/ansible-role-libvirt-vm,process,5.0
stackhpc/ansible-role-libvirt-vm,pdg_delta,5.0
stackhpc/ansible-role-libvirt-vm,pdg_iac,14.5
stackhpc/ansible-role-libvirt-vm,pdg_process,5.0
stackhpc/ansible-role-libvirt-vm,delta_iac,12.0
stackhpc/ansible-role-libvirt-vm,delta_process,5.0
stackhpc/ansible-role-libvirt-vm,iac_process,5.0
stackhpc/ansible-role-libvirt-vm,pdg_delta_iac,12.0
stackhpc/ansible-role-libvirt-vm,pdg_delta_process,5.0
stackhpc/ansible-role-libvirt-vm,pdg_iac_process,5.0
stackhpc/ansible-role-libvirt-vm,delta_iac_process,12.0
stackhpc/ansible-role-libvirt-vm,pdg_iac_delta_process,5.0
nwoetzel/ansible-role-eclipse,pdg,5.5
nwoetzel/ansible-role-eclipse,delta,1.0
nwoetzel/ansible-role-eclipse,iac,11.5
nwoetzel/ansible-role-eclipse,process,2.5
nwoetzel/ansible-role-eclipse,pdg_delta,5.5
nwoetzel/ansible-role-eclipse,pdg_iac,11.5
nwoetzel/ansible-role-eclipse,pdg_process,5.5
nwoetzel/ansible-role-eclipse,delta_iac,11.5
nwoetzel/ansible-role-eclipse,delta_process,2.5
nwoetzel/ansible-role-eclipse,iac_process,11.5
nwoetzel/ansible-role-eclipse,pdg_delta_iac,11.5
nwoetzel/ansible-role-eclipse,pdg_delta_process,5.5
nwoetzel/ansible-role-eclipse,pdg_iac_process,11.5
nwoetzel/ansible-role-eclipse,delta_iac_process,11.5
nwoetzel/ansible-role-eclipse,pdg_iac_delta_process,11.5
mimacom/ansible-role-bamboo,pdg,10.5
mimacom/ansible-role-bamboo,delta,2.0
mimacom/ansible-role-bamboo,iac,10.5
mimacom/ansible-role-bamboo,process,2.0
mimacom/ansible-role-bamboo,pdg_delta,10.5
mimacom/ansible-role-bamboo,pdg_iac,10.5
mimacom/ansible-role-bamboo,pdg_process,4.5
mimacom/ansible-role-bamboo,delta_iac,10.5
mimacom/ansible-role-bamboo,delta_process,2.0
mimacom/ansible-role-bamboo,iac_process,10.5
mimacom/ansible-role-bamboo,pdg_delta_iac,10.5
mimacom/ansible-role-bamboo,pdg_delta_process,4.5
mimacom/ansible-role-bamboo,pdg_iac_process,10.5
mimacom/ansible-role-bamboo,delta_iac_process,10.5
mimacom/ansible-role-bamboo,pdg_iac_delta_process,10.5
AlexeySetevoi/ansible-clickhouse,pdg,9.5
AlexeySetevoi/ansible-clickhouse,delta,2.0
AlexeySetevoi/ansible-clickhouse,iac,9.5
AlexeySetevoi/ansible-clickhouse,process,2.0
AlexeySetevoi/ansible-clickhouse,pdg_delta,9.5
AlexeySetevoi/ansible-clickhouse,pdg_iac,9.5
AlexeySetevoi/ansible-clickhouse,pdg_process,9.5
AlexeySetevoi/ansible-clickhouse,delta_iac,9.5
AlexeySetevoi/ansible-clickhouse,delta_process,2.0
AlexeySetevoi/ansible-clickhouse,iac_process,9.5
AlexeySetevoi/ansible-clickhouse,pdg_delta_iac,9.5
AlexeySetevoi/ansible-clickhouse,pdg_delta_process,9.5
AlexeySetevoi/ansible-clickhouse,pdg_iac_process,9.5
AlexeySetevoi/ansible-clickhouse,delta_iac_process,9.5
AlexeySetevoi/ansible-clickhouse,pdg_iac_delta_process,9.5
hadret/ansible-role-containers,pdg,1.0
hadret/ansible-role-containers,delta,3.0
hadret/ansible-role-containers,iac,9.0
hadret/ansible-role-containers,process,3.0
hadret/ansible-role-containers,pdg_delta,5.5
hadret/ansible-role-containers,pdg_iac,9.0
hadret/ansible-role-containers,pdg_process,7.0
hadret/ansible-role-containers,delta_iac,13.0
hadret/ansible-role-containers,delta_process,3.0
hadret/ansible-role-containers,iac_process,13.0
hadret/ansible-role-containers,pdg_delta_iac,13.0
hadret/ansible-role-containers,pdg_delta_process,5.5
hadret/ansible-role-containers,pdg_iac_process,9.0
hadret/ansible-role-containers,delta_iac_process,13.0
hadret/ansible-role-containers,pdg_iac_delta_process,13.0
infOpen/ansible-role-fail2ban,pdg,8.5
infOpen/ansible-role-fail2ban,delta,1.0
infOpen/ansible-role-fail2ban,iac,8.5
infOpen/ansible-role-fail2ban,process,8.5
infOpen/ansible-role-fail2ban,pdg_delta,8.5
infOpen/ansible-role-fail2ban,pdg_iac,8.5
infOpen/ansible-role-fail2ban,pdg_process,8.5
infOpen/ansible-role-fail2ban,delta_iac,8.5
infOpen/ansible-role-fail2ban,delta_process,8.5
infOpen/ansible-role-fail2ban,iac_process,8.5
infOpen/ansible-role-fail2ban,pdg_delta_iac,8.5
infOpen/ansible-role-fail2ban,pdg_delta_process,8.5
infOpen/ansible-role-fail2ban,pdg_iac_process,8.5
infOpen/ansible-role-fail2ban,delta_iac_process,8.5
infOpen/ansible-role-fail2ban,pdg_iac_delta_process,8.5
cloudalchemy/ansible-smokeping_prober,pdg,8.0
cloudalchemy/ansible-smokeping_prober,delta,8.0
cloudalchemy/ansible-smokeping_prober,iac,8.0
cloudalchemy/ansible-smokeping_prober,process,8.0
cloudalchemy/ansible-smokeping_prober,pdg_delta,8.0
cloudalchemy/ansible-smokeping_prober,pdg_iac,8.0
cloudalchemy/ansible-smokeping_prober,pdg_process,8.0
cloudalchemy/ansible-smokeping_prober,delta_iac,8.0
cloudalchemy/ansible-smokeping_prober,delta_process,8.0
cloudalchemy/ansible-smokeping_prober,iac_process,8.0
cloudalchemy/ansible-smokeping_prober,pdg_delta_iac,8.0
cloudalchemy/ansible-smokeping_prober,pdg_delta_process,8.0
cloudalchemy/ansible-smokeping_prober,pdg_iac_process,8.0
cloudalchemy/ansible-smokeping_prober,delta_iac_process,8.0
cloudalchemy/ansible-smokeping_prober,pdg_iac_delta_process,8.0
galaxyproject/ansible-galaxy-tools,pdg,8.0
galaxyproject/ansible-galaxy-tools,delta,8.0
galaxyproject/ansible-galaxy-tools,iac,8.0
galaxyproject/ansible-galaxy-tools,process,8.0
galaxyproject/ansible-galaxy-tools,pdg_delta,8.0
galaxyproject/ansible-galaxy-tools,pdg_iac,8.0
galaxyproject/ansible-galaxy-tools,pdg_process,8.0
galaxyproject/ansible-galaxy-tools,delta_iac,8.0
galaxyproject/ansible-galaxy-tools,delta_process,8.0
galaxyproject/ansible-galaxy-tools,iac_process,8.0
galaxyproject/ansible-galaxy-tools,pdg_delta_iac,8.0
galaxyproject/ansible-galaxy-tools,pdg_delta_process,8.0
galaxyproject/ansible-galaxy-tools,pdg_iac_process,8.0
galaxyproject/ansible-galaxy-tools,delta_iac_process,8.0
galaxyproject/ansible-galaxy-tools,pdg_iac_delta_process,8.0
